,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis
F986,9066.0,2311.8031105228324,62584.082920958615,0.0,0.0,0.0,0.0,3495808.0,38.36220725633544,1712.5284643783684
F987,9066.0,31102.207975954112,808199.8884782001,0.0,0.0,0.0,0.0,47588317.0,47.56041729168925,2572.77839395113
F988,9066.0,0.6790205162144275,0.46687867586716764,0.0,0.0,1.0,1.0,1.0,-0.7670515999458294,-1.4119433726997528
F989,9066.0,0.5907787337304213,0.49171728770179074,0.0,0.0,1.0,1.0,1.0,-0.36931288207023494,-1.8640192547727439
F990,9066.0,0.3452459739686742,0.47547463457870137,0.0,0.0,0.0,1.0,1.0,0.6510890875565125,-1.576430816407994
F991,9066.0,3693746.0292267813,88968235.06353115,0.0,0.0,50000.0,340000.0,7211345015.0,64.61200440153564,4902.343265141767
F992,9066.0,2937685.542821531,86951063.83383416,0.0,0.0,19394.0,188078.0,7211345015.0,68.09392867665127,5339.9816758477355
F993,9066.0,1898036.7690447827,34562894.21088029,0.0,0.0,0.0,102875.0,2420000000.0,47.765252656520225,2895.9702840948394
F994,9066.0,0.7332892124420913,0.44226430810351514,0.0,0.0,1.0,1.0,1.0,-1.0552092229118373,-0.886729160962612
F995,9066.0,0.629274211339069,0.48302578950522873,0.0,0.0,1.0,1.0,1.0,-0.5353864696595165,-1.7137394353426352
F996,9066.0,0.6384292962717847,0.48048183588386667,0.0,0.0,1.0,1.0,1.0,-0.57633746289302,-1.6682031906044001
F997,9066.0,43326.91682881094,56382.29927094607,0.0,0.0,30000.0,65585.5,2400227.0,9.790329594790895,344.1381352312063
F998,9066.0,22840.309383410546,40203.02177032649,0.0,0.0,7150.0,40000.0,2400227.0,24.073923145713056,1357.773812280794
F999,9066.0,34157.4841981028,49531.76393319019,0.0,0.0,16000.0,50000.0,564234.0,2.6643682411903464,12.111674923299422
F1000,9066.0,0.49382307522611957,0.4999894198784265,0.0,0.0,0.0,1.0,1.0,0.024713673874091405,-1.9998304545160082
F1001,9066.0,0.443414956982131,0.4968152154409509,0.0,0.0,0.0,1.0,1.0,0.22784136606876623,-1.9485182123907345
F1002,9066.0,0.11482461945731304,0.318827756901544,0.0,0.0,0.0,0.0,1.0,2.4167304279986808,3.841433350278918
F1003,9066.0,3370067.3161647916,88678733.77423091,0.0,0.0,0.0,200000.0,7211345015.0,65.23272727299215,4967.549375507608
F1004,9066.0,2920209.87594529,86951621.67953686,0.0,0.0,0.0,112427.0,7211345015.0,68.09322055135678,5339.89932953841
F1005,9066.0,1007578.2048830797,29764224.019129448,0.0,0.0,0.0,0.0,2420000000.0,65.56850259640612,4987.001919466681
F1006,9066.0,0.14405470990514008,0.3511645661933938,0.0,0.0,0.0,0.0,1.0,2.027675140448674,2.1119323282160103
F1007,9066.0,0.06331347893227443,0.24353936950735772,0.0,0.0,0.0,0.0,1.0,3.5869590875627355,10.868673124960004
F1008,9066.0,0.11460401500110302,0.3185610276560782,0.0,0.0,0.0,0.0,1.0,2.4201392534852557,3.857925033063202
F1009,9066.0,39060.57078866093,218377.858761594,0.0,0.0,0.0,0.0,10000000.0,19.447196932348135,655.2183357023036
F1010,9066.0,12148.572482903153,154895.49994651182,0.0,0.0,0.0,0.0,10000000.0,43.84334807821009,2426.461316681047
F1011,9066.0,31946.827585484225,177196.149123872,0.0,0.0,0.0,0.0,6500000.0,13.618915409037552,321.2448325433557
F1012,9066.0,0.02525921023604677,0.15692003888980763,0.0,0.0,0.0,0.0,1.0,6.052070164730887,34.63519390845793
F1013,9066.0,0.00022060445621001543,0.014851939952836712,0.0,0.0,0.0,0.0,1.0,67.31641455874379,4530.499117314437
F1014,9066.0,0.02525921023604677,0.15692003888980763,0.0,0.0,0.0,0.0,1.0,6.052070164730887,34.63519390845793
F1015,9066.0,262.75789322744316,2751.7432022213247,0.0,0.0,0.0,0.0,50000.0,14.28405106574512,225.4602167375431
F1016,9066.0,2.964456210015442,262.0980653691798,0.0,0.0,0.0,0.0,24875.76,94.34851824051508,8950.251481536754
F1017,9066.0,262.75789322744316,2751.7432022213247,0.0,0.0,0.0,0.0,50000.0,14.28405106574512,225.4602167375431
F1018,9066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1019,9066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1020,9066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1021,9066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1022,9066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1023,9066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1024,9066.0,0.00816236487977057,0.08998129670150072,0.0,0.0,0.0,0.0,1.0,10.93440923100803,117.58724545345376
F1025,9066.0,0.008052062651665564,0.08937621632646407,0.0,0.0,0.0,0.0,1.0,11.010904408948932,119.26632653808966
F1026,9066.0,0.00011030222810500772,0.01050248675814484,0.0,0.0,0.0,0.0,1.0,95.21554494934111,9065.999999999998
F1027,9066.0,41.64299360247077,1475.625402251029,0.0,0.0,0.0,0.0,75000.0,43.61613554112397,1963.9194685123455
F1028,9066.0,41.532770791969995,1475.5911835755492,0.0,0.0,0.0,0.0,75000.0,43.619363939899415,1964.1149440335828
F1029,9066.0,0.11022281050077211,10.494924967678976,0.0,0.0,0.0,0.0,999.28,95.21554494934112,9065.999999999998
F1030,9066.0,0.1158173395102581,0.32002340536202467,0.0,0.0,0.0,0.0,1.0,2.4014957978640874,3.7680132590233972
F1031,9066.0,0.0314361350099272,0.17450290332184124,0.0,0.0,0.0,0.0,1.0,5.371455100785848,26.858454946078847
F1032,9066.0,0.0928744760644165,0.2902724610026256,0.0,0.0,0.0,0.0,1.0,2.805745719394253,5.873504714572613
F1033,9066.0,76684.7002768586,3028466.2271993784,0.0,0.0,0.0,0.0,250000000.0,69.99964081131705,5380.370787061983
F1034,9066.0,6078.642723362012,84398.27976707747,0.0,0.0,0.0,0.0,3000000.0,22.102030315537306,592.0596987486715
F1035,9066.0,71675.50797264505,3027554.6434550756,0.0,0.0,0.0,0.0,250000000.0,70.06745734714949,5387.3209564508115
F1036,9066.0,0.11438341054489301,0.3182939219783089,0.0,0.0,0.0,0.0,1.0,2.4235566583649537,3.874481555550865
F1037,9066.0,0.03342157511581734,0.1797446441263336,0.0,0.0,0.0,0.0,1.0,5.192715244939864,24.969800015647365
F1038,9066.0,0.08702845797485109,0.2818923029335036,0.0,0.0,0.0,0.0,1.0,2.930641675500366,6.590114390144681
F1039,9066.0,40854.983684094426,908200.8561399956,0.0,0.0,0.0,0.0,55857568.78,39.927037011725076,1984.370254215352
F1040,9066.0,33253.44494153982,891982.3189642393,0.0,0.0,0.0,0.0,55857568.78,41.892256278596335,2132.043664056627
F1041,9066.0,9846.382722258988,226366.0375950355,0.0,0.0,0.0,0.0,10000000.0,35.59609938220642,1358.9457590029688
F1042,9072.0,0.2857142857142857,0.45177885176690397,0.0,0.0,0.0,1.0,1.0,0.9488401902087026,-1.0999448343053613
F1043,9072.0,0.17063492063492064,0.37621037427534587,0.0,0.0,0.0,0.0,1.0,1.7513483372702277,1.067456279725243
F1044,9072.0,0.16225749559082892,0.36870718169423694,0.0,0.0,0.0,0.0,1.0,1.832440461287057,1.3581374085708084
F1045,9072.0,82261.77336860671,380505.7451250502,0.0,0.0,0.0,19806.5,15000000.0,15.631336356926813,401.16190355568074
F1046,9072.0,42823.25947971781,308676.93815522984,0.0,0.0,0.0,0.0,15000000.0,22.317107968356673,779.8344958228193
F1047,9072.0,42990.00749559083,233182.37665374557,0.0,0.0,0.0,0.0,9800000.0,17.60697504909234,505.6890905999241
F1048,9072.0,0.08895502645502645,0.28469450980402805,0.0,0.0,0.0,0.0,1.0,2.8882580994652525,6.343433264676894
F1049,9072.0,0.04828042328042328,0.21436998282977585,0.0,0.0,0.0,0.0,1.0,4.2153213631803945,15.772411309349252
F1050,9072.0,0.07539682539682539,0.2640451273613532,0.0,0.0,0.0,0.0,1.0,3.216850141414474,8.349965605097243
F1051,9072.0,51584.739883156966,1171109.5951980103,0.0,0.0,0.0,0.0,101475000.0,74.2947819872816,6259.352127472525
F1052,9072.0,38070.439645061735,1150228.241229194,0.0,0.0,0.0,0.0,101475000.0,78.23883600454107,6728.7839822930355
F1053,9072.0,39109.009725529104,1105976.8608805672,0.0,0.0,0.0,0.0,101475000.0,85.52204439880991,7806.4497393682595
F1054,9072.0,0.9925044091710759,0.08625675091203151,0.0,1.0,1.0,1.0,1.0,-11.422016357310076,128.49078451126908
F1055,9072.0,0.9592151675485009,0.19780228182639256,0.0,1.0,1.0,1.0,1.0,-4.644197463677762,19.57288504305862
F1056,9072.0,0.9653880070546738,0.18280505052404072,0.0,1.0,1.0,1.0,1.0,-5.092754572272692,23.941427177336603
F1057,9072.0,7078828.430733024,143707396.01246443,0.0,64975.0,199000.0,738641.135,7211345015.0,39.63760209134541,1720.7633126658975
F1058,9072.0,6078163.135669092,128138870.41021195,0.0,50000.0,123468.89,590106.7325,7211345015.0,40.863750357346234,1845.6423848531545
F1059,9072.0,5339778.083395061,117051923.42394903,0.0,30000.0,99000.0,400000.0,7000000000.0,44.692127761241835,2229.1388845728547
F1060,9072.0,0.9588844797178131,0.1985683271476549,0.0,1.0,1.0,1.0,1.0,-4.622949426298767,19.375932939766855
F1061,9072.0,0.8938492063492064,0.3080475006777804,0.0,1.0,1.0,1.0,1.0,-2.5576318720649485,4.542482173470048
F1062,9072.0,0.927689594356261,0.2590154552377168,0.0,1.0,1.0,1.0,1.0,-3.30315349394297,8.912787856309137
F1063,9072.0,6409724.015520282,140141758.21558693,0.0,50000.0,129900.94,580500.0,7211345015.0,41.52999539611012,1866.4042619579598
F1064,9072.0,5615602.314884259,127769578.39514911,0.0,30000.0,92986.5,450000.0,7211345015.0,41.21361753863179,1867.6519938645206
F1065,9072.0,4049771.3985879635,98629032.10429041,0.0,25000.0,90000.0,306631.25,7000000000.0,55.51610121531947,3463.800475938429
F1066,9072.0,0.9588844797178131,0.1985683271476549,0.0,1.0,1.0,1.0,1.0,-4.622949426298767,19.375932939766855
F1067,9072.0,0.8938492063492064,0.3080475006777804,0.0,1.0,1.0,1.0,1.0,-2.5576318720649485,4.542482173470048
F1068,9072.0,0.927689594356261,0.2590154552377168,0.0,1.0,1.0,1.0,1.0,-3.30315349394297,8.912787856309137
F1069,9072.0,6409724.015520282,140141758.21558693,0.0,50000.0,129900.94,580500.0,7211345015.0,41.52999539611012,1866.4042619579598
F1070,9072.0,5615602.314884259,127769578.39514911,0.0,30000.0,92986.5,450000.0,7211345015.0,41.21361753863179,1867.6519938645206
F1071,9072.0,4049771.3985879635,98629032.10429041,0.0,25000.0,90000.0,306631.25,7000000000.0,55.51610121531947,3463.800475938429
F1072,9072.0,0.1404320987654321,0.34745392751635035,0.0,0.0,0.0,0.0,1.0,2.0701863473205564,2.2861754709753885
F1073,9072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1074,9072.0,0.1404320987654321,0.34745392751635035,0.0,0.0,0.0,0.0,1.0,2.0701863473205564,2.2861754709753885
F1075,9072.0,1228.3443672839508,3458.0695249975693,0.0,0.0,0.0,0.0,20011.8,2.9630267867020157,8.51665067774454
F1076,9072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1077,9072.0,1228.3443672839508,3458.0695249975693,0.0,0.0,0.0,0.0,20011.8,2.9630267867020157,8.51665067774454
F1078,9072.0,0.14153439153439154,0.34859116762531883,0.0,0.0,0.0,0.0,1.0,2.05710692639575,2.232180961416554
F1079,9072.0,0.0011022927689594356,0.03318432015262459,0.0,0.0,0.0,0.0,1.0,30.074909804132883,902.6992074447397
F1080,9072.0,0.14131393298059966,0.34836429566725335,0.0,0.0,0.0,0.0,1.0,2.0597125729002776,2.242910303129877
F1081,9072.0,1673.7980709876542,34473.78865339293,0.0,0.0,0.0,0.0,2256750.0,40.96614257444787,2242.1656927166164
F1082,9072.0,169.31146604938272,10606.501871222108,0.0,0.0,0.0,0.0,713367.0,67.05601945038457,4507.404112215645
F1083,9072.0,1511.9073357583775,32811.73105410228,0.0,0.0,0.0,0.0,2256750.0,45.27641939389042,2684.8828068429216
F1084,9072.0,0.16038359788359788,0.3669816679364342,0.0,0.0,0.0,0.0,1.0,1.8512711649986975,1.4275195866595354
F1085,9072.0,0.005731922398589065,0.07549632929848506,0.0,0.0,0.0,0.0,1.0,13.096717995390174,169.56140346486478
F1086,9072.0,0.15564373897707232,0.36253724399953613,0.0,0.0,0.0,0.0,1.0,1.900120331067267,1.6108123412956692
F1087,9072.0,1440.3650870811289,37442.69953734916,0.0,0.0,0.0,0.0,2500000.0,48.30646362590419,2759.7218669532845
F1088,9072.0,934.4421450617284,33495.24928747731,0.0,0.0,0.0,0.0,2500000.0,60.61452951415682,4113.273808323309
F1089,9072.0,551.6002193562609,17279.350604195424,0.0,0.0,0.0,0.0,1033591.0,51.824609381705294,2881.401548515971
F1090,9072.0,0.1275352733686067,0.33359000881650885,0.0,0.0,0.0,0.0,1.0,2.2335612454016696,2.9894548392594276
F1091,9072.0,0.007495590828924162,0.08625675091203151,0.0,0.0,0.0,0.0,1.0,11.422016357310076,128.49078451126908
F1092,9072.0,0.12235449735449735,0.32771285065336453,0.0,0.0,0.0,0.0,1.0,2.3052423817506353,3.3148731821775135
F1093,9072.0,54895.699261463844,999318.8247458582,0.0,0.0,0.0,0.0,47588317.0,36.227507021086026,1535.1701059399752
F1094,9072.0,10547.947641093475,482630.26260068733,0.0,0.0,0.0,0.0,43742056.0,83.21795288533346,7451.099103639915
F1095,9072.0,44642.62531305115,875626.7407877488,0.0,0.0,0.0,0.0,47588317.0,39.997325762169446,1923.1348074891418
F1096,9072.0,0.7278439153439153,0.4450943581435403,0.0,0.0,1.0,1.0,1.0,-1.02402626495029,-0.9515800412641036
F1097,9072.0,0.6505731922398589,0.47681524169289635,0.0,0.0,1.0,1.0,1.0,-0.6317180389331154,-1.601285384962588
F1098,9072.0,0.36860670194003525,0.48245358155180973,0.0,0.0,0.0,1.0,1.0,0.5448079411125757,-1.7035599202734584
F1099,9072.0,5299754.954432318,127691209.83521648,0.0,0.0,74318.975,450000.0,7211345015.0,47.362787667533986,2439.9166402012816
F1100,9072.0,3838719.1463679452,102983443.5297716,0.0,0.0,37000.0,250000.0,7211345015.0,54.97871617533029,3400.0105358967785
F1101,9072.0,3025278.7825341714,85630365.4205323,0.0,0.0,0.0,153885.25,7000000000.0,66.90371610141173,5114.341823387141
F1102,9072.0,0.747905643738977,0.43423907819208096,0.0,0.0,1.0,1.0,1.0,-1.1420451136843583,-0.6958864210347273
F1103,9072.0,0.6818783068783069,0.4657726860699668,0.0,0.0,1.0,1.0,1.0,-0.781146760164782,-1.3901162507170814
F1104,9072.0,0.6459435626102292,0.47825274573170834,0.0,0.0,1.0,1.0,1.0,-0.6104543905476153,-1.6277043270191291
F1105,9072.0,48582.42293981481,122018.20260225896,0.0,0.0,36362.0,76728.5,10000000.0,61.902473947482086,4924.19739733952
F1106,9072.0,28588.65946869489,114983.30635693514,0.0,0.0,13000.0,50000.0,10000000.0,74.15505145694475,6294.749594103863
F1107,9072.0,37237.673908730154,52529.02530339998,0.0,0.0,20000.0,50000.0,1254456.0,3.876179573758462,44.92192355274031
F1108,9072.0,0.5633818342151675,0.4959938110305028,0.0,0.0,1.0,1.0,1.0,-0.25563145730436565,-1.9350792114185693
F1109,9072.0,0.515542328042328,0.4997859239372901,0.0,0.0,1.0,1.0,1.0,-0.062209656144680735,-1.9965701682722325
F1110,9072.0,0.13723544973544974,0.34411471032766394,0.0,0.0,0.0,0.0,1.0,2.1088580729497504,2.4478219665418033
F1111,9072.0,4969543.8303461205,127481107.03989731,0.0,0.0,9694.0,300547.1925,7211345015.0,47.59647088116197,2456.527100324918
F1112,9072.0,3820695.806013007,102984088.87971239,0.0,0.0,908.5,200000.0,7211345015.0,54.97820707904091,3399.963740762957
F1113,9072.0,2154201.6264153435,84281537.23103435,0.0,0.0,0.0,0.0,7000000000.0,69.94825112876762,5450.281690999281
F1114,9072.0,0.16413139329805995,0.3704151769365675,0.0,0.0,0.0,0.0,1.0,1.8138709699481006,1.2904123294559913
F1115,9072.0,0.07782186948853616,0.26790583730669676,0.0,0.0,0.0,0.0,1.0,3.15238539077714,7.939283886464097
F1116,9072.0,0.12940917107583774,0.33567075771561977,0.0,0.0,0.0,0.0,1.0,2.2085483369499026,2.878320258373779
F1117,9072.0,46365.27238536155,235487.20508115075,0.0,0.0,0.0,0.0,10000000.0,17.011166017512956,508.1213821254878
F1118,9072.0,14711.890144400353,158685.9281354018,0.0,0.0,0.0,0.0,10000000.0,40.93186496948096,2199.884844084425
F1119,9072.0,37852.31540233686,196841.61770545453,0.0,0.0,0.0,0.0,6500000.0,12.570339769381285,263.3917818944365
F1120,9072.0,0.0341710758377425,0.18167842953218588,0.0,0.0,0.0,0.0,1.0,5.129190559145014,24.313955963113862
F1121,9072.0,0.0004409171075837742,0.02099455371252509,0.0,0.0,0.0,0.0,1.0,47.599891485397876,2264.2488424103994
F1122,9072.0,0.0341710758377425,0.18167842953218588,0.0,0.0,0.0,0.0,1.0,5.129190559145014,24.313955963113862
F1123,9072.0,334.60860449735446,3035.802106621017,0.0,0.0,0.0,0.0,50000.0,12.66042210388971,178.97216367975344
F1124,9072.0,5.747869268077602,369.946635923183,0.0,0.0,0.0,0.0,24875.76,67.01840225823808,4503.28490068773
F1125,9072.0,334.60860449735446,3035.802106621017,0.0,0.0,0.0,0.0,50000.0,12.66042210388971,178.97216367975344
F1126,9072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1127,9072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1128,9072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1129,9072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1130,9072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1131,9072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1132,9072.0,0.015983245149911816,0.1254173627431246,0.0,0.0,0.0,0.0,1.0,7.7201987575642965,57.61417034467074
F1133,9072.0,0.015873015873015872,0.12499114099983533,0.0,0.0,0.0,0.0,1.0,7.748288938287394,58.04877877270808
F1134,9072.0,0.00011022927689594356,0.0104990131391452,0.0,0.0,0.0,0.0,1.0,95.24704719832523,9071.999999999995
F1135,9072.0,76.8948368606702,1916.881269569744,0.0,0.0,0.0,0.0,75000.0,32.75943944662974,1126.8544007176738
F1136,9072.0,76.7846869488536,1916.856971331255,0.0,0.0,0.0,0.0,75000.0,32.760845382960156,1126.9192180106074
F1137,9072.0,0.11014991181657847,10.491453849685016,0.0,0.0,0.0,0.0,999.28,95.24704719832523,9072.0
F1138,9072.0,0.15421075837742504,0.36117056793934216,0.0,0.0,0.0,0.0,1.0,1.9152473724632666,1.6685402931090163
F1139,9072.0,0.040784832451499116,0.19780228182639256,0.0,0.0,0.0,0.0,1.0,4.644197463677761,19.57288504305862
F1140,9072.0,0.12654320987654322,0.332478887899154,0.0,0.0,0.0,0.0,1.0,2.246994643072501,3.049657200421488
F1141,9072.0,104107.43533068785,3322806.400546662,0.0,0.0,0.0,0.0,250000000.0,58.49640268810777,3900.110338311631
F1142,9072.0,8566.513440255732,104171.76430118637,0.0,0.0,0.0,0.0,3000000.0,19.167940505859146,440.25812899964905
F1143,9072.0,96825.45596230158,3321522.433052118,0.0,0.0,0.0,0.0,250000000.0,58.570353171225285,3906.662454356014
F1144,9072.0,0.18000440917107582,0.38421230302531034,0.0,0.0,0.0,0.0,1.0,1.666090073793708,0.7760271672177366
F1145,9072.0,0.05489417989417989,0.22778614602829322,0.0,0.0,0.0,0.0,1.0,3.908964411502868,13.28293105763088
F1146,9072.0,0.13921957671957672,0.34619459445995127,0.0,0.0,0.0,0.0,1.0,2.0847233534204053,2.34658873726102
F1147,9072.0,57250.863062169316,1088795.0441764616,0.0,0.0,0.0,0.0,55857568.78,34.71836845880196,1439.0153313752737
F1148,9072.0,43934.62977182539,1059904.445910356,0.0,0.0,0.0,0.0,55857568.78,37.13195301316807,1597.995586169511
F1149,9072.0,15682.551696428573,291347.7076085187,0.0,0.0,0.0,0.0,15928078.0,35.010418347337364,1471.233584192469
F1150,9080.0,0.35726872246696034,0.47922132110604104,0.0,0.0,0.0,1.0,1.0,0.5958112328443937,-1.645371439963683
F1151,9080.0,0.2185022026431718,0.4132527050254001,0.0,0.0,0.0,0.0,1.0,1.3626520117752405,-0.14321108761979584
F1152,9080.0,0.20881057268722467,0.40648113636179717,0.0,0.0,0.0,0.0,1.0,1.433048444464505,0.05363961055290112
F1153,9080.0,102223.08348017621,589039.3725474711,0.0,0.0,0.0,50000.0,41800000.0,43.369665670139035,2834.653593018281
F1154,9080.0,55556.86651982379,541690.8808729722,0.0,0.0,0.0,0.0,41800000.0,54.53294777036984,3964.58339472545
F1155,9080.0,52576.965088105724,247925.67922794202,0.0,0.0,0.0,0.0,9800000.0,16.354221978272914,440.654807622581
F1156,9080.0,0.1370044052863436,0.34387093660293444,0.0,0.0,0.0,0.0,1.0,2.1116967365277226,2.4598048657924214
F1157,9080.0,0.09548458149779736,0.2938992838647599,0.0,0.0,0.0,0.0,1.0,2.75335504819245,5.5821935309614314
F1158,9080.0,0.10881057268722467,0.31141854912969535,0.0,0.0,0.0,0.0,1.0,2.5128600236666667,4.3154159821980596
F1159,9080.0,89854.53567731277,1280579.2383943426,0.0,0.0,0.0,0.0,101475000.0,58.849211329711544,4401.62420386518
F1160,9080.0,69070.18519493392,1234684.5504826684,0.0,0.0,0.0,0.0,101475000.0,64.96348993166205,5088.784408181325
F1161,9080.0,55676.64741409692,1143305.515589591,0.0,0.0,0.0,0.0,101475000.0,78.09165923701516,6836.700739628234
F1162,9080.0,0.9955947136563876,0.06622962234117716,0.0,1.0,1.0,1.0,1.0,-14.969250375119456,222.127383482129
F1163,9080.0,0.9755506607929515,0.15444803700111812,0.0,1.0,1.0,1.0,1.0,-6.159423453315458,35.94641494146509
F1164,9080.0,0.9688325991189427,0.17377951524753268,0.0,1.0,1.0,1.0,1.0,-5.396906399403536,27.132574973646012
F1165,9080.0,8803110.511823786,166872475.75811285,0.0,77814.75,205251.5,828267.37,7687900000.0,37.60530214875707,1561.7863772791443
F1166,9080.0,7284548.724768722,134279752.53185737,0.0,55000.0,170000.0,700000.0,7211345015.0,36.92574547106858,1558.3939084830563
F1167,9080.0,6840533.480180616,147594312.35520223,0.0,38379.25,100000.0,491100.0,7687900000.0,42.22429555233837,1965.7343421926003
F1168,9080.0,0.9640969162995595,0.1860587671178605,0.0,1.0,1.0,1.0,1.0,-4.989812305024477,22.9032715644467
F1169,9080.0,0.9160792951541851,0.2772841283212339,0.0,1.0,1.0,1.0,1.0,-3.0017654835620093,7.01214049415794
F1170,9080.0,0.9320484581497798,0.25167658950148025,0.0,1.0,1.0,1.0,1.0,-3.4341187222095764,9.79532891119515
F1171,9080.0,8098182.653112334,163163513.07242498,0.0,56000.0,155500.125,687775.0,7687900000.0,39.09066624643248,1672.9591744520733
F1172,9080.0,6742954.929143171,133360680.55722153,0.0,40000.0,100000.0,500000.0,7211345015.0,37.40180479335765,1588.8803730423224
F1173,9080.0,5597150.727356829,132834151.27090012,0.0,30000.0,98860.0,400000.0,7687900000.0,49.40603936013139,2669.794482838266
F1174,9080.0,0.9640969162995595,0.1860587671178605,0.0,1.0,1.0,1.0,1.0,-4.989812305024477,22.9032715644467
F1175,9080.0,0.9160792951541851,0.2772841283212339,0.0,1.0,1.0,1.0,1.0,-3.0017654835620093,7.01214049415794
F1176,9080.0,0.9320484581497798,0.25167658950148025,0.0,1.0,1.0,1.0,1.0,-3.4341187222095764,9.79532891119515
F1177,9080.0,8098182.653112334,163163513.07242498,0.0,56000.0,155500.125,687775.0,7687900000.0,39.09066624643248,1672.9591744520733
F1178,9080.0,6742954.929143171,133360680.55722153,0.0,40000.0,100000.0,500000.0,7211345015.0,37.40180479335765,1588.8803730423224
F1179,9080.0,5597150.727356829,132834151.27090012,0.0,30000.0,98860.0,400000.0,7687900000.0,49.40603936013139,2669.794482838266
F1180,9080.0,0.1920704845814978,0.3939498770913636,0.0,0.0,0.0,0.0,1.0,1.5636372754823293,0.44505951148786904
F1181,9080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1182,9080.0,0.1920704845814978,0.3939498770913636,0.0,0.0,0.0,0.0,1.0,1.5636372754823293,0.44505951148786904
F1183,9080.0,1689.4135286343612,3971.739955918814,0.0,0.0,0.0,0.0,20011.8,2.3853413242743744,5.098774729968843
F1184,9080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1185,9080.0,1689.4135286343612,3971.739955918814,0.0,0.0,0.0,0.0,20011.8,2.3853413242743744,5.098774729968843
F1186,9080.0,0.22268722466960353,0.41607293874193463,0.0,0.0,0.0,0.0,1.0,1.3332944542625582,-0.2223749280172873
F1187,9080.0,0.002422907488986784,0.04916607805295645,0.0,0.0,0.0,0.0,1.0,20.24512569822785,407.9549724141432
F1188,9080.0,0.22213656387665198,0.4157053558806965,0.0,0.0,0.0,0.0,1.0,1.337123272893468,-0.21214813027256474
F1189,9080.0,3845.779137665198,51460.46802153058,0.0,0.0,0.0,0.0,2256750.0,22.99359956922463,715.5492103189706
F1190,9080.0,185.6999207048458,10684.831233682931,0.0,0.0,0.0,0.0,713367.0,65.71203128287488,4374.483324620653
F1191,9080.0,3669.64927092511,50353.64568890745,0.0,0.0,0.0,0.0,2256750.0,23.935869983437,772.4818310301047
F1192,9080.0,0.20495594713656387,0.4036916580416617,0.0,0.0,0.0,0.0,1.0,1.4620517862048192,0.1376256910525897
F1193,9080.0,0.007709251101321586,0.08746805778456233,0.0,0.0,0.0,0.0,1.0,11.25894913744539,124.79142272924487
F1194,9080.0,0.19911894273127753,0.39935968017758383,0.0,0.0,0.0,0.0,1.0,1.5071493701938272,0.2715589903109632
F1195,9080.0,1973.1636233480178,41590.29158974963,0.0,0.0,0.0,0.0,2500000.0,40.19024434219759,1987.6436643545485
F1196,9080.0,1259.406629955947,37632.23465631036,0.0,0.0,0.0,0.0,2500000.0,49.28755741937174,2843.2930205093353
F1197,9080.0,774.297,18265.25112093543,0.0,0.0,0.0,0.0,1033591.0,45.259833076692914,2325.9059066899904
F1198,9080.0,0.37698237885462554,0.4846571304639511,0.0,0.0,0.0,1.0,1.0,0.5077598812570551,-1.7425637761371418
F1199,9080.0,0.012885462555066078,0.11278664983984961,0.0,0.0,0.0,0.0,1.0,8.639707903833916,72.66055714344198
F1200,9080.0,0.37257709251101323,0.483517476779109,0.0,0.0,0.0,1.0,1.0,0.5271825177495364,-1.7224580375536926
F1201,9080.0,98648.50152092511,1268914.8270089047,0.0,0.0,0.0,23.6,47588317.0,27.570481368028098,895.3513756326253
F1202,9080.0,19226.49465859031,675091.2091860641,0.0,0.0,0.0,0.0,43742056.0,60.4850660414661,3881.83640473658
F1203,9080.0,80944.91494162996,1076660.9536731103,0.0,0.0,0.0,23.6,47588317.0,30.36229972628803,1136.147247139407
F1204,9080.0,0.7736784140969163,0.41847271349067,0.0,1.0,1.0,1.0,1.0,-1.308275068562318,-0.28847993533749605
F1205,9080.0,0.7094713656387666,0.4540313316399016,0.0,0.0,1.0,1.0,1.0,-0.9229209539983385,-1.1484699281431734
F1206,9080.0,0.3958149779735683,0.48905196216184343,0.0,0.0,0.0,1.0,1.0,0.4261632030441607,-1.8187855864678768
